id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,date
4189,1,4,4,1070,5750,1,0,0,3,6,870,200,1923,0,98126,1270,5750,305
11899,2,3,10,1880,3054,2,0,0,3,8,1880,0,1988,0,98007,1840,3815,352
6488,2,4,12,3160,10948,1,0,3,3,8,1930,1230,1991,0,98070,2380,13623,198
17451,2,4,10,1860,3840,1.5,0,0,3,7,1170,690,1928,2014,98117,1400,3840,339
8739,1,3,4,860,33664,1,0,0,4,6,860,0,1955,0,98001,1290,18287,151
4647,1,3,4,1020,8400,1,0,0,4,7,1020,0,1957,0,98056,1690,8030,367
18488,1,1,4,700,2500,1,0,0,4,7,700,0,1907,0,98106,1340,5000,56
8774,2,3,10,2750,10000,1,0,3,3,8,1650,1100,1967,0,98006,2490,10000,273
21456,1,3,6,1290,1213,3,0,0,3,8,1290,0,2007,0,98103,1360,1227,359
14007,1,3,7,2450,15001,1,0,0,3,7,1980,470,1989,0,98014,1790,15323,176
15080,2,3,4,1430,4240,1.5,0,0,3,7,1430,0,1924,0,98103,1660,4240,223
18359,2,3,10,3320,12840,1,0,0,3,10,2600,720,1990,0,98075,3230,14933,364
751,1,4,6,1510,6460,1,0,0,3,7,1070,440,1970,0,98034,1450,6630,125
15407,2,4,10,3140,11049,2,0,0,3,10,3140,0,1988,0,98004,2750,11049,204
5190,2,4,4,1570,4000,1.5,0,0,3,7,1570,0,1920,0,98102,1610,4000,148
5020,2,3,6,2360,6750,2,0,0,5,7,1930,430,1926,0,98103,1320,4500,12
19603,1,3,4,1460,8400,1,0,0,3,7,1460,0,1958,0,98055,1460,9600,349
2640,1,3,6,1270,11600,1,0,0,4,7,1270,0,1964,0,98031,1380,9945,27
5327,1,3,11,1670,3330,1.5,0,0,4,7,1670,0,1925,0,98107,1370,5000,241
15179,1,3,10,2588,5701,2,0,0,3,8,2588,0,2008,0,98042,2389,5702,175
4137,2,4,10,2740,9599,1,0,2,3,8,1820,920,1961,0,98177,2660,8280,260
725,2,3,10,2140,2770,2,0,0,3,8,1770,370,2007,0,98052,2510,2708,352
20993,2,3,10,2030,1160,3,0,0,3,9,1970,60,2007,0,98004,1950,1160,296
6079,2,6,16,3600,6224,2,0,0,3,9,2610,990,1945,2006,98199,1430,6224,145
1948,2,5,10,4150,96574,2,0,0,3,10,4150,0,1988,0,98053,3320,40803,127
16918,2,3,10,2620,11056,2,0,0,3,9,2620,0,1988,0,98011,2560,8688,75
18216,1,3,7,1970,8200,1,0,0,3,7,1270,700,1964,0,98168,1890,8348,95
4304,1,3,7,1830,10954,1,0,0,3,7,1830,0,1963,0,98155,1850,8624,88
15736,2,3,8,1970,3420,2,0,3,5,8,1970,0,1913,0,98103,1770,3420,333
11196,1,3,11,2090,9620,1,0,0,3,8,1340,750,1987,0,98023,2150,9660,61
20708,1,2,7,1120,758,2,0,0,3,7,1120,0,2012,0,98027,1150,758,169
16160,1,5,11,2570,7260,2,0,0,3,8,2570,0,1996,0,98092,2200,7421,152
1563,1,3,7,1650,7965,1,0,0,4,7,1650,0,1967,0,98034,1560,7350,332
4127,1,5,10,2020,8250,1,0,0,4,8,1430,590,1978,0,98058,1680,8959,352
20899,2,5,14,4230,16526,2,0,0,3,10,4230,0,2008,0,98004,3000,12362,347
19708,2,3,13,1720,1330,2,0,0,3,8,1030,690,2004,0,98112,1720,1520,81
8841,1,4,10,2420,3825,2,0,0,3,8,2420,0,2003,0,98042,1880,4250,205
8211,2,3,7,2570,39634,2,0,0,3,8,2570,0,1984,0,98075,2990,39634,260
1807,1,4,6,1920,7973,1,0,0,3,8,1920,0,1955,0,98178,2020,8840,369
13840,1,3,7,1770,8240,1,0,0,4,7,1240,530,1978,0,98023,2060,8250,204
6409,1,3,4,1460,8227,1,0,0,3,6,880,580,1948,0,98125,1530,8128,346
4930,2,4,13,3830,8331,2,0,0,3,9,3830,0,2014,0,98053,4080,8425,168
216,1,4,11,1720,6270,2,0,0,3,8,1720,0,1978,0,98118,2130,8700,25
14526,1,4,7,2050,8913,1,0,0,3,7,1330,720,1968,0,98052,1290,8550,261
16620,1,4,10,2370,6557,2,0,0,3,9,2370,0,1998,0,98042,2370,7378,220
18393,1,3,9,1500,7210,1,0,0,3,7,1150,350,1984,0,98023,1500,7210,281
17898,1,2,4,700,4000,1,0,0,3,6,700,0,1943,0,98136,1060,6000,166
9931,2,3,7,2340,4206,1,0,0,5,7,1170,1170,1917,0,98144,1360,4725,34
19748,2,4,11,3080,7242,2,0,0,3,9,3080,0,2014,0,98033,3010,7205,83
11886,1,3,6,1340,13560,1,0,0,3,7,1340,0,1968,0,98028,1540,15000,96
10273,1,4,11,2350,5589,2,0,0,3,7,2350,0,2001,0,98059,2014,6365,187
4563,1,2,4,670,6750,1,0,0,4,5,670,0,1947,0,98188,1700,11520,247
17927,2,4,7,2550,39460,1,0,0,3,8,1890,660,1982,0,98072,2560,38638,190
4845,1,3,6,1560,7300,1,0,0,4,7,1040,520,1964,0,98001,1460,7910,26
4715,1,4,12,2430,7242,2,0,0,3,8,2430,0,2003,0,98038,2430,7242,352
17870,1,1,7,1010,10900,1,0,0,4,6,1010,0,1968,0,98019,1410,8359,104
6097,2,3,10,3370,167706,1,0,0,3,10,3370,0,2000,0,98038,3350,213444,307
655,2,3,8,2150,5400,1.5,0,0,4,7,1380,770,1911,0,98126,1940,6500,335
11110,2,5,13,3070,5000,2,0,0,3,9,2050,1020,2006,0,98103,2070,5000,74
8607,2,4,10,2720,10006,2,0,0,3,9,2720,0,1989,0,98074,2720,10759,69
6843,2,5,11,3710,8674,2,0,0,3,9,3710,0,1996,0,98056,3250,8678,338
9930,2,3,10,2370,16455,1,0,0,5,7,1640,730,1959,0,98155,2170,15551,97
12232,1,3,4,1630,10304,1,0,0,5,7,1630,0,1953,0,98155,1480,8515,13
3720,2,4,12,3010,6139,2,0,4,5,8,2560,450,1950,1972,98115,2100,6798,347
7625,1,3,7,1300,7735,1,0,0,4,7,1300,0,1980,0,98022,1300,8941,191
5247,2,3,9,1770,7667,1,0,0,3,8,1270,500,1966,0,98177,2180,8103,360
2256,2,4,10,4250,19387,2,0,2,4,9,3260,990,1972,0,98040,3690,17024,38
8728,2,4,11,2760,8160,1.5,0,2,4,8,1780,980,1940,0,98177,2720,8160,293
11715,1,3,4,1250,7015,1,0,0,3,7,1250,0,1958,0,98188,1510,11460,74
8402,1,3,10,1040,2643,2,0,0,3,7,720,320,2004,0,98118,1540,5110,10
89,1,3,13,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,1900,7349,47
19835,2,4,10,3330,7399,2,0,0,3,9,3330,0,2009,0,98052,2640,8601,25
8281,1,6,13,2120,6893,1,0,0,4,7,1060,1060,1983,0,98106,1380,6986,103
15497,1,4,8,1470,7412,1,0,0,3,7,1470,0,1967,0,98198,1390,7825,183
4940,2,4,10,2290,11072,2,0,0,3,9,2290,0,1986,0,98074,2340,9774,78
17025,1,3,7,1050,6150,1.5,0,0,4,6,950,100,1928,0,98116,1360,6150,47
7375,2,3,7,1610,11950,1,0,2,3,7,1210,400,1984,0,98052,1610,9363,132
17097,2,5,13,3680,10300,1.5,0,0,4,10,3680,0,1927,0,98105,2690,7200,225
8709,2,4,8,2490,339332,1,0,0,3,8,2490,0,2002,0,98022,1910,129373,163
8128,1,3,8,1010,7896,1,0,0,3,7,1010,0,1984,0,98031,1540,7896,369
11869,1,2,4,820,6771,1,0,0,4,6,820,0,1918,0,98106,1000,4440,91
3921,1,2,4,1100,6000,1.5,0,0,4,6,1100,0,1900,0,98108,1280,6000,364
16406,2,3,11,1710,3600,1,0,0,3,7,1590,120,1909,0,98119,1710,3600,163
6849,1,4,7,1700,40973,1,0,0,3,8,1700,0,1961,0,98031,2760,40973,173
8619,1,5,16,1400,8580,1,0,0,5,7,900,500,1954,0,98188,1220,8832,109
8859,1,2,4,770,7434,1,0,0,3,6,770,0,1947,0,98155,1060,7453,248
10608,2,4,15,3550,15151,2,0,0,3,11,3550,0,2004,0,98075,4340,15151,107
20029,2,4,13,3230,4838,2,0,0,3,9,3230,0,2014,0,98038,2980,5094,195
13272,2,3,10,3630,9475,2,0,0,3,11,3630,0,1999,0,98074,3250,11605,362
19391,2,3,7,2960,12420,1,0,2,4,8,1480,1480,1952,0,98116,2700,9106,46
2305,1,2,8,1680,5756,2,0,0,4,7,1680,0,1910,0,98002,1340,5447,49
21452,2,4,14,2630,3757,2,0,0,3,10,2200,430,2008,0,98027,2620,2699,377
14605,1,2,4,1250,4576,1,0,0,3,6,1040,210,1925,0,98118,1550,5000,326
18289,2,4,21,5240,320917,2,0,2,3,10,5240,0,2006,0,98024,1930,68824,89
7737,1,2,4,1150,9186,1,0,0,3,7,1150,0,1946,0,98168,1390,10690,160
8810,2,4,11,3720,9450,1,0,4,5,10,1960,1760,1962,0,98006,2900,8605,7
15901,1,3,10,1700,3575,2,0,0,3,7,1700,0,2000,0,98108,1590,3380,47
14135,1,4,7,1560,7200,1,0,0,3,6,860,700,1943,0,98115,1420,7200,349
2836,2,4,11,2060,21344,1,0,0,2,8,1460,600,1978,0,98005,2060,16088,326
20887,2,2,9,1540,965,3,0,0,3,9,1540,0,2007,0,98122,1410,964,61
10750,1,3,4,1800,7650,1,0,0,5,7,1800,0,1957,0,98056,1230,7650,58
5879,1,3,8,1880,3048,2,0,0,4,7,1880,0,1902,0,98122,1680,3600,196
18179,2,3,13,1290,1230,2,0,2,3,9,1090,200,2008,0,98119,1710,1797,139
4257,2,6,18,3902,3880,3,0,4,4,9,2782,1120,1977,0,98116,1100,3870,34
20099,2,3,7,1370,1921,3,0,0,3,8,1370,0,2007,0,98103,1370,4000,352
5226,1,3,10,2870,5490,2,0,0,3,9,2870,0,2008,0,98055,3040,5442,81
10851,1,3,7,1320,6600,1,0,0,3,7,1320,0,1988,0,98168,1070,6594,223
16418,1,4,4,1300,18836,1,0,0,4,7,1300,0,1941,0,98056,1540,8498,166
3644,2,3,10,2000,22000,2,0,0,3,8,2000,0,1979,0,98075,2180,19800,288
10068,1,4,6,1240,9600,1,0,0,3,7,1240,0,1971,0,98023,1240,9592,3
3811,1,5,12,2500,5750,1,0,0,3,8,1430,1070,1999,0,98126,1980,7130,220
6112,1,4,4,1600,10183,1,0,0,4,6,1600,0,1966,0,98002,1410,10416,69
16908,1,2,4,1370,11584,1,0,0,4,6,1370,0,1950,0,98198,1330,8012,201
5175,1,3,10,2320,7140,2,0,0,3,8,2320,0,1990,0,98003,2360,7955,342
4274,2,4,15,1980,4095,2,0,0,3,9,1980,0,2009,0,98103,1480,3840,91
14055,2,3,8,1820,4418,2,0,0,4,8,1820,0,1994,0,98033,1920,13402,112
4908,1,3,6,1280,15028,1,0,0,3,7,1280,0,1982,0,98074,1470,13698,274
14761,1,3,6,1330,6540,1,0,0,3,7,900,430,1971,0,98188,1400,11500,177
13580,1,4,11,2140,8100,2,0,0,4,7,2140,0,1990,0,98023,1960,7002,78
16051,1,3,4,1660,6582,1,0,0,5,7,1000,660,1946,0,98133,1110,6584,13
16765,2,3,11,2690,10443,1,0,0,3,9,2690,0,2007,0,98053,1440,4185,276
10706,1,3,8,3120,42247,1,0,0,4,7,2150,970,1980,0,98042,2100,43416,105
5095,1,2,6,1010,3060,1,0,0,4,7,1010,0,1918,0,98103,1160,4080,196
14561,2,4,10,3290,11446,2,0,0,3,8,3290,0,1992,0,98028,2050,11933,19
8941,2,4,10,3420,30410,2,0,0,3,9,3420,0,1988,0,98077,2940,45916,52
14679,1,4,9,2380,17199,2,0,0,3,8,1530,850,1979,0,98028,2280,11529,69
16067,1,4,12,2460,9606,1,0,0,3,8,2460,0,2012,0,98168,1730,7500,327
2493,2,5,14,3690,11928,2,0,0,3,9,2540,1150,2006,0,98074,2640,11928,41
15280,2,4,10,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,3220,5083,234
15973,2,5,7,2000,8713,1,0,2,3,7,1000,1000,1962,0,98008,2040,8449,312
9094,1,2,4,1240,8100,1.5,0,2,3,7,1240,0,1925,0,98125,2790,8100,176
19403,1,3,7,1310,6960,1,0,0,4,7,1310,0,1974,0,98092,1580,7200,355
15334,1,4,7,1650,7775,1,0,0,4,7,1150,500,1950,0,98133,1390,7200,18
16632,1,3,9,2060,10160,1,0,0,4,8,1340,720,1967,0,98155,2320,11186,349
15326,2,5,11,2730,22572,1,0,0,3,7,2080,650,1968,1992,98075,2260,15458,53
9706,1,3,8,2710,5000,2,0,0,3,6,2710,0,1951,0,98126,850,5000,120
13912,2,4,11,3350,7857,2,0,2,3,9,3350,0,2004,0,98065,3870,7886,346
14150,2,4,10,2390,8432,2,0,0,3,9,2390,0,1998,0,98074,2710,7417,147
6562,1,3,10,1920,4534,2,0,0,3,8,1920,0,1986,0,98034,1380,5100,288
13794,1,3,4,840,5525,1,0,0,5,6,840,0,1969,0,98042,920,5330,360
9355,1,2,4,1100,4010,1.5,0,0,5,6,1100,0,1920,0,98106,980,4501,196
7611,2,3,6,2790,6900,1,0,2,3,8,1700,1090,1955,0,98125,2410,8100,162
2052,1,4,11,1770,10184,1,0,0,3,8,1250,520,1979,0,98023,2070,8320,188
20230,2,5,11,2730,5820,2,0,0,3,8,2730,0,2014,0,98059,2730,5700,202
5250,1,5,8,2130,8412,1,0,0,3,7,1440,690,1946,2000,98155,2310,7474,117
12389,2,4,15,4133,361548,2,0,0,3,11,4133,0,2000,0,98019,1970,291416,118
21092,2,3,10,3150,151588,2,0,0,3,9,3150,0,2007,0,98024,2410,208652,13
16390,2,4,10,3020,17810,1,0,0,3,9,1600,1420,1979,0,98155,2500,15815,13
2183,2,5,10,2450,20805,2,0,0,4,9,2450,0,1963,0,98004,3020,20324,296
4141,1,4,8,1740,6369,1,0,0,5,6,870,870,1954,0,98133,1560,7200,98
4503,1,3,10,2410,17424,1,0,0,3,7,1630,780,1978,0,98030,1530,11761,336
3851,1,4,10,3010,5701,2,0,0,3,8,3010,0,2003,0,98042,3010,5772,92
13396,1,3,10,2350,9051,1,0,0,4,8,1570,780,1966,0,98023,2270,8748,71
15909,1,3,8,970,10000,1,0,0,5,7,970,0,1972,0,98074,1230,7500,194
4445,2,3,13,3240,8338,2,0,0,3,9,3240,0,2001,0,98074,3420,8405,49
18872,1,3,10,2910,17172,2,0,0,3,10,2910,0,1989,0,98003,2910,20048,12
2553,1,3,7,1680,3000,1,0,2,4,6,840,840,1900,0,98103,1540,3700,28
13211,1,2,6,1000,5125,1,0,0,3,7,1000,0,1942,1968,98103,1090,5100,99
6284,1,2,4,1040,5700,1,0,0,3,6,1040,0,1922,0,98118,1380,5700,197
11359,1,3,14,1790,1682,2,0,0,3,7,1480,310,2006,0,98108,1150,4000,182
12757,1,3,7,2520,5043,1,0,0,3,8,1260,1260,1957,0,98126,1360,4920,110
4369,2,4,7,2150,9148,1,0,0,4,7,2150,0,1955,0,98004,2370,9148,201
2359,1,4,4,1560,8450,1.5,0,0,4,6,1560,0,1954,0,98166,1380,8100,151
8068,1,3,6,1390,10530,1,0,0,3,7,1390,0,1961,0,98033,1750,10530,339
17666,1,3,11,1780,15114,1,0,0,3,7,1080,700,1980,0,98003,1792,10155,289
21519,1,3,13,1370,913,2,0,0,3,8,1100,270,2006,0,98116,1370,915,55
6607,1,3,6,1060,5750,1,0,2,4,7,1060,0,1981,0,98126,1060,5750,96
16257,1,3,7,1840,7300,1,0,0,3,8,1840,0,1966,0,98023,1920,8010,48
16529,2,4,11,3800,12200,2,0,3,4,10,3800,0,1986,0,98006,3710,14796,233
13613,1,3,4,1220,7876,1,0,0,3,7,1220,0,1966,0,98034,1340,7876,20
3119,1,3,6,1240,5000,1,0,2,3,7,1240,0,1964,0,98106,1050,5000,339
14126,1,2,4,1050,4800,1,0,0,4,7,1050,0,1969,0,98146,1230,4800,110
7927,2,4,7,1580,3635,1,0,0,4,7,790,790,1910,0,98117,1190,3638,259
19353,2,4,14,4065,18713,2,0,0,4,10,4065,0,1987,0,98039,3070,18713,85
6500,1,3,9,1570,8767,1,0,0,3,7,1180,390,1990,0,98038,1570,7434,362
76,1,3,7,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,1940,50529,317
1679,1,3,4,1200,8514,1,0,0,3,7,1200,0,1959,0,98022,1210,8985,61
11240,1,4,4,1740,8100,1,0,0,4,7,1020,720,1962,0,98058,1600,8949,218
15842,2,4,7,2300,13342,1.5,1,4,3,7,2300,0,1934,1958,98125,2500,13342,233
12206,2,5,16,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199,2340,6000,49
20650,2,4,10,3056,11385,2,0,0,3,9,3056,0,2014,0,98001,2849,8607,259
12524,1,4,10,2040,8265,2,0,0,3,7,2040,0,1996,0,98146,2160,8265,49
23,2,3,11,3050,44867,1,0,4,3,9,2330,720,1968,0,98040,4110,20336,117
19170,1,3,8,1680,11250,1,0,0,4,8,1680,0,1967,0,98045,1760,12160,96
1706,1,3,9,1820,8446,2,0,0,3,8,1820,0,1978,0,98034,1850,8437,126
6882,2,3,10,2670,10481,2,0,0,3,9,2670,0,2003,0,98033,2620,8895,46
19497,1,2,4,770,7200,1,0,0,3,7,770,0,1951,0,98125,1320,7139,224
13547,2,4,10,3560,46644,2,0,0,3,11,3560,0,1992,0,98077,3520,50261,288
21323,2,4,14,4680,12495,2,0,0,3,10,3040,1640,2008,0,98033,3240,10749,304
6080,1,4,10,2740,5700,2,0,0,3,9,2740,0,2006,0,98038,3010,5281,225
11545,1,4,9,1930,7452,1,0,0,3,7,1430,500,1984,0,98031,1714,7200,7
12931,2,3,8,2180,4976,1.5,0,2,4,8,1680,500,1930,0,98126,1850,5000,39
10453,1,3,10,2420,7307,2,0,0,3,7,2420,0,1998,0,98065,2420,5577,54
7282,2,6,17,5480,189050,2,0,0,4,10,5140,340,1991,0,98031,2470,10429,216
10900,1,2,7,1070,9750,1.5,0,0,3,7,1070,0,1995,0,98014,970,9750,175
10698,1,3,6,1900,7584,1,0,0,5,7,1900,0,1962,0,98056,1410,7584,98
5639,1,5,8,1870,7344,1.5,0,0,3,7,1870,0,1960,0,98007,1870,7650,378
2729,2,6,10,3250,12000,1,0,1,3,8,1800,1450,1966,0,98115,3490,10320,120
19258,2,3,8,1830,9152,1,0,0,5,8,1830,0,1959,0,98006,1770,9220,21
15814,1,4,9,1400,7341,1,0,0,3,7,1300,100,1961,0,98155,2090,7410,220
20092,2,4,10,2950,10003,2,0,0,3,9,2950,0,2006,0,98059,2790,9323,223
12227,2,5,13,3840,4800,3,0,3,3,10,2750,1090,2008,0,98144,2060,4800,49
4728,2,4,10,2730,36183,2,0,0,3,9,2730,0,1986,0,98052,2710,5964,33
14042,1,4,7,1790,45738,1,0,0,3,8,1410,380,1976,0,98072,1870,47480,283
6389,1,2,9,1490,6770,1.5,0,0,3,8,1490,0,1926,0,98108,1820,7875,51
3239,2,5,16,4660,9900,2,0,2,4,9,2600,2060,1979,0,98056,3380,9900,231
6722,1,2,4,910,9000,1,0,0,3,5,910,0,1923,0,98065,1290,9000,375
13455,2,4,10,3070,8086,2,0,0,3,10,3070,0,2005,0,98059,3320,10738,54
17786,1,3,6,1440,12040,1,0,0,4,7,1440,0,1959,0,98042,1720,12040,334
18519,2,3,7,1220,7447,1,0,0,4,7,1220,0,1964,0,98033,1340,7200,341
18103,2,5,13,4860,23723,2,0,2,4,11,3820,1040,1989,0,98040,4040,13860,11
7914,1,4,9,1780,2684,2,0,0,3,7,1780,0,2002,0,98072,1670,2426,320
4077,1,3,9,1570,8410,1,0,0,3,7,1180,390,1991,0,98022,1540,8410,113
10837,1,5,10,3400,8970,1,0,0,4,8,1700,1700,1959,0,98133,1890,8475,11
20169,2,4,10,2040,5616,2,0,0,3,8,2040,0,2012,0,98028,2380,4737,11
10441,1,4,10,2210,9427,2,0,0,3,7,2210,0,1999,0,98148,1770,8770,39
6736,1,3,10,1610,1778,3,0,0,3,7,1610,0,2002,0,98115,1120,2187,175
14711,1,3,9,2090,15000,1,0,0,3,7,2090,0,1961,0,98045,1690,14400,68
6344,1,3,10,2640,6715,2,0,0,3,8,1680,960,1991,0,98058,2260,7373,47
2895,1,4,7,1820,6000,1,0,0,3,7,930,890,1942,0,98115,1590,6000,355
18986,2,4,14,2970,5000,2,0,2,3,9,2200,770,2001,0,98117,1470,4560,106
564,2,3,10,2870,5163,2,0,0,3,9,2870,0,2014,0,98103,1630,7995,232
17282,1,5,10,1720,10202,1.5,0,0,3,7,1720,0,1970,0,98058,1720,8478,104
16987,1,4,7,2200,8545,1,0,0,4,7,1100,1100,1918,1982,98133,1940,9315,173
18194,1,4,4,2020,18150,1,0,0,4,7,2020,0,1955,0,98028,1530,11970,306
8589,1,3,10,1870,4060,2,0,0,3,7,1870,0,2005,0,98042,2190,4060,40
17858,2,3,7,2280,3446,2,0,0,3,8,2280,0,1949,1991,98125,1610,6670,203
19824,1,3,13,1370,915,2,0,0,3,8,1100,270,2006,0,98116,1370,1146,204
7426,1,3,4,990,9599,1,0,0,4,6,990,0,1959,0,98002,1216,10364,346
12605,1,3,10,2560,16420,2,0,0,4,8,2560,0,1989,0,98014,2120,16298,191
9364,2,4,10,1620,8125,2,0,0,4,7,1620,0,1983,0,98074,1480,8120,332
9166,1,3,4,1000,8470,1,0,0,4,6,1000,0,1963,0,98023,1020,8470,327
5394,1,4,7,1310,9690,1,0,0,4,7,1310,0,1967,0,98011,2280,9618,76
7777,2,4,10,1990,8034,2,0,0,4,10,1990,0,1989,0,98029,2580,8034,156
6939,2,3,12,1740,3700,1,0,0,3,7,1740,0,1982,0,98122,1830,2480,167
18643,1,3,7,3440,10428,1.5,0,0,5,8,3440,0,1974,0,98058,2160,8400,294
8295,2,3,10,2980,43301,1,0,0,4,8,1930,1050,1978,0,98077,2890,35915,307
8101,1,3,10,1630,7950,1,0,0,3,8,1320,310,1985,0,98042,1650,7952,56
1926,1,3,7,2410,51763,1,0,0,4,8,1410,1000,1981,0,98077,2410,49207,238
16013,1,3,7,1540,8925,1,0,0,4,7,1540,0,1957,0,98133,1620,10397,203
10823,2,5,14,3330,3705,2,0,0,3,9,2610,720,2008,0,98006,2810,3971,201
15508,2,3,10,2370,10968,2,0,0,4,9,2370,0,1985,0,98033,2380,8144,349
4812,1,2,4,940,9330,1,0,0,3,6,940,0,1941,0,98118,1900,6145,128
7601,1,4,8,1580,9581,1,0,0,3,7,1580,0,1953,0,98033,1580,10552,45
20539,1,3,9,1489,2800,2,0,0,3,7,1489,0,2012,0,98002,1584,2800,339
20517,2,5,11,3240,6863,2,0,0,3,10,3240,0,2013,0,98056,2360,6002,40
2673,1,6,7,2490,8732,1.5,0,0,4,8,2490,0,1966,0,98034,1840,8024,294
9813,2,4,11,2640,3750,2,0,0,5,7,1840,800,1911,0,98117,1690,5000,209
1570,2,4,10,3010,6100,2,0,0,3,9,3010,0,2005,0,98052,2890,5176,41
11448,2,4,16,4130,5575,2,1,4,4,10,2860,1270,1993,0,98075,2980,5575,224
2374,1,2,4,1060,8187,1,0,0,4,6,1060,0,1952,0,98133,1260,8188,26
1451,1,3,4,870,5330,1,0,0,3,6,870,0,1969,2014,98042,840,5200,20
5256,1,3,10,2550,7709,2,0,0,3,9,2550,0,1989,0,98023,2410,9250,313
16965,1,4,10,2160,6825,2,0,0,3,8,2160,0,1994,0,98031,2020,7035,76
12810,1,3,10,1970,4036,2,0,0,4,7,1970,0,2003,0,98065,1960,5020,32
18695,1,3,8,1560,32137,1,0,0,5,7,910,650,1976,0,98092,1470,29150,306
8823,1,3,10,1510,10384,1,0,0,2,7,1030,480,1976,0,98077,1490,10000,34
16995,1,3,10,2140,9492,2,0,0,3,8,2140,0,1994,0,98092,2180,9184,83
9143,1,5,4,1740,27350,1,0,0,4,5,1740,0,1958,0,98059,2760,10749,124
18816,2,4,9,2190,4080,2,0,0,3,8,1800,390,1918,0,98119,2100,4080,47
786,2,6,11,3610,10003,1.5,0,0,4,8,3610,0,1966,0,98008,2560,10004,217
12980,2,2,10,2390,6928,2,0,3,4,8,1810,580,1949,1982,98146,2390,12852,124
3241,1,2,4,930,7550,1,0,0,3,6,930,0,1986,0,98168,1370,10176,42
4925,2,5,9,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,3740,17853,314
5954,1,3,8,1540,1827,2,0,0,3,8,1540,0,2005,0,98029,1560,2058,244
18366,1,3,7,1670,8511,1,0,0,3,7,1340,330,1985,0,98001,1580,7218,120
10390,2,4,10,2390,9638,2,0,0,3,10,2390,0,1988,0,98029,2630,9258,202
4671,1,3,10,2360,4670,2,0,0,3,7,2360,0,1998,0,98065,2420,5620,125
7015,2,3,10,2670,47480,2,0,3,3,9,2670,0,1981,0,98072,2760,42800,38
2211,2,5,9,2960,7680,1,0,2,5,8,1550,1410,1958,0,98199,2860,7680,183
976,2,4,11,2790,10819,2,0,0,3,10,2790,0,1996,0,98027,3080,12603,7
15261,1,4,9,1840,7575,1,0,0,4,7,1390,450,1973,0,98034,1820,7500,209
2159,2,3,10,2250,7752,2,0,0,4,8,2250,0,1988,0,98011,2080,7033,356
2642,2,3,9,2220,10530,1,0,0,4,8,1700,520,1974,0,98052,2500,10014,374
10358,2,3,8,1540,3600,1,0,0,3,7,890,650,1994,0,98122,1540,3600,326
12306,1,4,8,1710,5440,1,0,0,5,8,1030,680,1976,0,98042,1620,6696,170
2812,1,5,7,1680,8400,1,0,0,4,7,1680,0,1979,0,98003,1800,8550,282
9171,1,3,7,1400,6300,1,0,0,3,7,1400,0,1998,0,98022,1400,8490,56
14190,1,3,13,1630,1677,3,0,0,3,8,1630,0,2007,0,98133,1220,1677,52
7240,1,3,11,2200,7000,1,0,0,4,7,1280,920,1977,0,98058,1670,7000,47
8301,2,3,7,1580,11750,1,0,0,4,7,1180,400,1951,0,98118,2150,11750,11
4788,1,4,8,1400,7140,1,0,0,3,7,1400,0,1969,0,98155,1610,10500,340
14881,2,3,13,3800,13995,2,0,3,3,9,3800,0,1983,0,98011,2480,8434,198
4952,2,5,9,2340,9225,2,0,0,3,8,2340,0,1973,0,98052,2140,9348,76
10163,1,4,12,3290,10783,2,0,0,3,9,3290,0,1990,0,98031,2810,10783,354
7187,1,3,10,1680,6755,2,0,0,3,8,1680,0,1994,0,98092,1860,7257,26
2479,2,4,9,2570,9600,2.5,0,0,4,9,2570,0,1962,0,98040,2570,13200,357
3174,1,4,9,1750,10270,1.5,0,0,4,8,1750,0,1968,0,98155,1750,10127,144
15827,2,4,7,1950,7139,1,1,4,3,7,1150,800,1957,0,98178,1600,13122,226
3020,1,5,8,1910,5508,1,0,0,3,7,1020,890,1968,0,98133,1030,7440,132
20570,1,3,9,1280,1520,2,0,0,3,8,1080,200,2008,0,98107,1280,1681,112
6648,1,3,9,1750,9298,1,0,0,4,7,1410,340,1969,0,98058,1720,7875,254
2192,2,3,10,2320,57063,1,0,0,4,9,1790,530,1979,0,98074,3290,7314,182
5806,1,4,9,1880,6160,2,0,0,3,7,1880,0,1993,0,98023,1580,6405,188
10020,1,2,4,750,5120,1,0,0,4,6,750,0,1941,0,98126,930,7200,53
8125,1,3,7,1720,7587,1,0,0,4,7,1140,580,1981,0,98092,1120,7287,260
5749,2,4,15,2690,4000,2,0,3,4,9,2120,570,1909,1989,98119,2830,4000,40
8296,2,4,13,2885,33671,2,0,0,4,8,2885,0,1984,0,98027,1910,16000,184
1903,1,3,7,1330,9417,1,0,0,5,6,710,620,1936,0,98125,1690,7937,127
1871,2,5,14,3990,42436,2,0,0,3,9,2710,1280,2002,0,98027,3030,41684,81
19944,1,4,10,2090,4400,2,0,0,3,8,2090,0,2011,0,98118,2090,3430,83
